Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,WorkLifeBalance,MonthlyIncome,YearsAtCompany,OverTime,RemoteWork,StockOptions,Attrition,AttritionBinary
36,35–44,Female,Married,Sales & Marketing,Account Manager,2,2,2,13808,1,No,Hybrid,0,No,0
38,35–44,Non-binary,Divorced,Product & Design,UX Designer,3,1,3,2000,5,No,Remote,0,Yes,1
23,Under 25,Female,Married,Product & Design,UX Designer,3,4,3,2000,2,No,Remote,3,No,0
22,Under 25,Female,Single,Engineering,Software Engineer,4,4,3,10963,1,No,Remote,3,No,0
38,35–44,Female,Married,Engineering,Software Engineer,2,3,2,10977,5,Yes,Hybrid,2,No,0
27,25–34,Female,Single,Engineering,DevOps,2,2,3,4230,2,No,Hybrid,3,No,0
29,25–34,Female,Married,Sales & Marketing,Marketing Specialist,3,4,2,8275,1,Yes,Hybrid,0,Yes,1
32,25–34,Male,Married,Engineering,Senior Engineer,2,3,3,7687,2,No,Hybrid,1,No,0
26,25–34,Male,Married,Product & Design,Product Analyst,3,1,4,5924,3,No,On-site,1,No,0
25,25–34,Non-binary,Married,Engineering,Engineering Manager,1,2,2,9442,1,No,Remote,3,Yes,1
30,25–34,Male,Married,Finance & Legal,Legal Counsel,2,1,2,12760,3,No,Remote,1,No,0
24,Under 25,Male,Married,Engineering,DevOps,1,2,1,20280,4,Yes,Hybrid,0,No,0
23,Under 25,Female,Married,Engineering,Senior Engineer,2,3,3,6809,7,Yes,Hybrid,1,Yes,1
32,25–34,Male,Married,Engineering,Senior Engineer,2,2,3,13247,0,No,Remote,0,No,0
33,25–34,Female,Married,Finance & Legal,Financial Analyst,3,2,2,10732,3,No,Hybrid,2,Yes,1
37,35–44,Male,Married,Engineering,DevOps,5,1,4,7378,6,Yes,Remote,0,Yes,1
37,35–44,Male,Single,Product & Design,Product Manager,1,2,3,6861,0,No,On-site,2,No,0
38,35–44,Male,Single,Product & Design,UX Designer,2,1,2,10081,0,No,On-site,1,Yes,1
23,Under 25,Female,Single,Sales & Marketing,Sales Executive,3,3,1,12537,1,Yes,Hybrid,0,No,0
26,25–34,Male,Married,Finance & Legal,Financial Analyst,2,3,3,9582,1,No,On-site,2,No,0
40,35–44,Non-binary,Married,Finance & Legal,Legal Counsel,3,3,3,11408,0,No,Remote,3,Yes,1
30,25–34,Female,Married,Sales & Marketing,Account Manager,4,1,2,2265,8,Yes,Remote,2,No,0
36,35–44,Male,Married,Product & Design,Product Analyst,3,3,3,2000,3,No,Remote,0,No,0
24,Under 25,Female,Married,Engineering,Senior Engineer,1,1,3,14528,0,No,Hybrid,1,No,0
30,25–34,Male,Married,Sales & Marketing,Account Manager,4,3,2,8109,3,No,On-site,0,No,0
29,25–34,Female,Married,Product & Design,Product Manager,3,4,4,3594,1,No,Remote,3,No,0
29,25–34,Female,Single,Finance & Legal,Legal Counsel,2,2,3,7918,2,No,Hybrid,2,No,0
39,35–44,Male,Married,Engineering,Engineering Manager,3,4,3,5658,4,No,On-site,0,No,0
23,Under 25,Female,Married,Engineering,DevOps,1,2,3,7673,3,No,Hybrid,1,No,0
36,35–44,Female,Married,Finance & Legal,Financial Analyst,2,2,3,7668,2,No,Hybrid,3,Yes,1
24,Under 25,Male,Single,Sales & Marketing,Marketing Specialist,1,4,3,2000,0,No,On-site,2,No,0
30,25–34,Male,Married,Sales & Marketing,Marketing Specialist,2,2,2,10811,11,No,Hybrid,0,No,0
32,25–34,Male,Single,Product & Design,Product Manager,2,4,1,10903,2,No,On-site,0,Yes,1
36,35–44,Male,Single,Engineering,Data Scientist,3,1,3,2000,4,No,Hybrid,0,Yes,1
38,35–44,Male,Married,Engineering,Data Scientist,1,2,3,5937,1,Yes,On-site,1,No,0
31,25–34,Male,Single,Engineering,Engineering Manager,2,3,2,18245,5,No,On-site,2,Yes,1
33,25–34,Female,Divorced,Engineering,Engineering Manager,1,2,3,11573,0,No,Hybrid,1,No,0
39,35–44,Male,Married,Finance & Legal,Legal Counsel,1,1,2,10871,0,No,On-site,0,Yes,1
22,Under 25,Male,Single,Sales & Marketing,Account Manager,2,3,3,13267,7,No,Hybrid,1,No,0
22,Under 25,Female,Married,Product & Design,Product Analyst,2,2,3,11160,8,Yes,Remote,3,No,0
25,25–34,Non-binary,Married,Engineering,Data Scientist,3,2,4,7824,0,No,Hybrid,0,Yes,1
42,35–44,Female,Single,Engineering,Data Scientist,4,3,3,7096,0,No,Remote,0,Yes,1
30,25–34,Non-binary,Married,Product & Design,Product Manager,2,4,1,10483,1,Yes,Hybrid,3,No,0
22,Under 25,Male,Married,Engineering,DevOps,3,4,3,8786,0,No,Hybrid,0,Yes,1
32,25–34,Male,Divorced,Sales & Marketing,Account Manager,3,4,3,11630,2,Yes,Hybrid,0,No,0
31,25–34,Male,Single,Sales & Marketing,Marketing Specialist,3,3,3,11742,7,No,On-site,3,No,0
35,35–44,Female,Single,Engineering,Engineering Manager,2,3,3,9376,4,Yes,Hybrid,0,No,0
36,35–44,Male,Married,Sales & Marketing,Sales Executive,2,2,4,14306,0,Yes,Hybrid,0,Yes,1
35,35–44,Male,Married,Product & Design,Product Analyst,3,3,2,9511,1,No,Remote,1,No,0
27,25–34,Male,Single,Sales & Marketing,Sales Executive,3,2,3,13449,2,No,Hybrid,0,No,0
22,Under 25,Male,Single,Engineering,Software Engineer,3,4,4,6366,5,No,Remote,0,No,0
39,35–44,Female,Married,Product & Design,Product Manager,5,2,3,7653,3,No,Hybrid,2,No,0
35,35–44,Female,Single,Engineering,Software Engineer,1,1,3,7035,2,No,Remote,1,No,0
30,25–34,Male,Married,People & HR,HR Manager,1,4,2,7138,1,No,Hybrid,0,No,0
36,35–44,Female,Married,Sales & Marketing,Account Manager,2,3,4,15980,10,No,On-site,2,No,0
23,Under 25,Male,Divorced,Engineering,Software Engineer,1,4,3,11644,3,Yes,On-site,1,Yes,1
32,25–34,Male,Married,Engineering,Senior Engineer,3,4,2,13615,3,No,Hybrid,2,No,0
35,35–44,Male,Divorced,Product & Design,UX Designer,3,3,3,11064,8,No,Hybrid,1,Yes,1
29,25–34,Female,Single,Engineering,Data Scientist,2,2,4,7540,1,No,Hybrid,2,No,0
34,25–34,Male,Married,Engineering,Data Scientist,2,3,2,13669,1,No,Hybrid,0,No,0
26,25–34,Male,Single,Finance & Legal,Legal Counsel,2,1,3,6933,7,No,On-site,2,No,0
35,35–44,Male,Single,Engineering,DevOps,3,4,3,9613,9,No,Remote,2,No,0
43,35–44,Female,Married,Finance & Legal,Finance Manager,4,1,2,8691,2,No,Hybrid,1,No,0
32,25–34,Male,Single,Product & Design,Product Analyst,3,3,3,13954,2,No,Hybrid,0,No,0
22,Under 25,Male,Married,Engineering,Senior Engineer,2,2,1,6729,1,No,On-site,1,Yes,1
28,25–34,Female,Divorced,Engineering,Data Scientist,4,3,3,11238,1,No,Hybrid,0,Yes,1
25,25–34,Male,Married,Finance & Legal,Legal Counsel,2,1,4,8834,1,No,On-site,0,No,0
34,25–34,Female,Married,Sales & Marketing,Account Manager,3,1,4,16618,5,No,Hybrid,2,Yes,1
34,25–34,Female,Single,Engineering,DevOps,2,4,1,8900,5,No,Remote,0,Yes,1
33,25–34,Female,Married,Engineering,Senior Engineer,5,3,3,17847,1,No,Hybrid,3,No,0
23,Under 25,Male,Divorced,Engineering,Software Engineer,2,4,3,10900,0,No,Remote,2,No,0
29,25–34,Female,Single,Finance & Legal,Legal Counsel,1,4,1,22262,1,No,Hybrid,1,Yes,1
33,25–34,Male,Married,People & HR,Recruiter,1,4,4,5427,0,No,Hybrid,0,No,0
32,25–34,Male,Married,Engineering,Senior Engineer,2,2,3,16761,1,No,Hybrid,0,No,0
22,Under 25,Male,Married,Engineering,Software Engineer,2,2,2,5248,0,No,On-site,1,No,0
22,Under 25,Female,Single,Engineering,Senior Engineer,2,4,3,10118,5,No,Hybrid,0,Yes,1
42,35–44,Female,Single,Sales & Marketing,Sales Executive,3,2,2,17124,2,No,On-site,0,Yes,1
30,25–34,Female,Single,Engineering,Engineering Manager,3,2,4,17150,7,No,On-site,3,No,0
32,25–34,Male,Married,Engineering,DevOps,2,4,3,6447,11,No,Remote,1,No,0
32,25–34,Female,Married,Product & Design,Product Analyst,3,2,4,9754,6,Yes,On-site,1,No,0
37,35–44,Male,Married,Sales & Marketing,Account Manager,3,4,3,11426,3,No,Remote,1,No,0
32,25–34,Male,Married,Product & Design,UX Designer,3,3,3,15341,2,No,Hybrid,0,No,0
22,Under 25,Male,Single,Engineering,Data Scientist,2,4,3,4119,0,Yes,Hybrid,1,No,0
24,Under 25,Female,Single,Engineering,DevOps,2,3,4,15085,9,No,Hybrid,1,No,0
32,25–34,Male,Single,Sales & Marketing,Marketing Specialist,5,4,4,4908,5,Yes,Remote,1,Yes,1
24,Under 25,Male,Single,Engineering,Data Scientist,3,3,1,14785,3,No,Hybrid,1,Yes,1
22,Under 25,Male,Divorced,Engineering,Senior Engineer,5,3,4,4305,0,No,On-site,0,Yes,1
51,45+,Male,Married,Product & Design,UX Designer,3,2,3,11244,0,No,Hybrid,0,No,0
22,Under 25,Male,Single,Sales & Marketing,Marketing Specialist,4,4,2,2770,3,Yes,On-site,1,Yes,1
30,25–34,Female,Single,Engineering,Data Scientist,4,3,3,17149,0,No,Hybrid,3,No,0
30,25–34,Male,Single,Engineering,Software Engineer,4,4,3,8807,0,Yes,Hybrid,3,Yes,1
27,25–34,Non-binary,Married,Product & Design,UX Designer,2,4,1,20349,0,Yes,Hybrid,1,Yes,1
36,35–44,Male,Married,Product & Design,Product Analyst,1,4,3,9811,1,No,Remote,1,No,0
35,35–44,Male,Married,Product & Design,Product Analyst,3,4,3,9636,0,No,Hybrid,0,No,0
27,25–34,Female,Single,Engineering,Senior Engineer,5,4,2,15455,0,No,Hybrid,2,No,0
36,35–44,Female,Married,Sales & Marketing,Account Manager,2,2,3,7922,4,No,Hybrid,0,No,0
22,Under 25,Male,Single,Sales & Marketing,Account Manager,3,3,4,3731,2,No,Remote,1,No,0
27,25–34,Male,Married,Engineering,DevOps,2,4,4,6746,1,No,Hybrid,0,Yes,1
27,25–34,Male,Single,Sales & Marketing,Account Manager,4,3,3,6400,0,No,Remote,0,Yes,1
27,25–34,Male,Single,Finance & Legal,Financial Analyst,2,4,4,13070,0,Yes,Remote,0,No,0
27,25–34,Non-binary,Single,Finance & Legal,Financial Analyst,4,2,2,20420,5,No,Hybrid,2,Yes,1
40,35–44,Male,Divorced,Product & Design,Product Analyst,3,3,3,12857,6,No,Hybrid,0,Yes,1
32,25–34,Female,Single,Sales & Marketing,Sales Executive,2,3,2,8103,9,No,On-site,1,No,0
45,45+,Female,Single,Finance & Legal,Finance Manager,5,3,3,4539,1,No,Remote,2,No,0
23,Under 25,Female,Single,Engineering,Software Engineer,2,4,3,5621,0,Yes,Remote,2,No,0
27,25–34,Male,Single,Finance & Legal,Financial Analyst,3,4,3,8863,0,No,Hybrid,2,No,0
23,Under 25,Female,Single,Finance & Legal,Finance Manager,4,3,2,12697,2,No,Remote,0,No,0
25,25–34,Male,Married,Engineering,Software Engineer,3,2,3,16554,0,No,Hybrid,1,No,0
38,35–44,Male,Single,Sales & Marketing,Account Manager,2,3,2,4023,3,No,Hybrid,1,Yes,1
36,35–44,Male,Single,Product & Design,Product Manager,2,3,3,2000,0,No,On-site,0,Yes,1
34,25–34,Male,Married,Engineering,Engineering Manager,2,3,2,9387,1,Yes,Hybrid,1,Yes,1
22,Under 25,Male,Married,Finance & Legal,Financial Analyst,5,3,3,9041,0,No,Hybrid,0,Yes,1
32,25–34,Female,Single,Engineering,Data Scientist,3,4,3,16249,4,No,On-site,2,No,0
31,25–34,Male,Married,Engineering,Senior Engineer,2,2,1,4908,1,No,Remote,1,Yes,1
48,45+,Male,Married,Finance & Legal,Legal Counsel,2,3,2,13904,2,Yes,Hybrid,3,No,0
30,25–34,Male,Single,Engineering,Engineering Manager,5,3,4,17208,5,No,Hybrid,1,No,0
27,25–34,Female,Married,Engineering,DevOps,2,3,2,8377,0,Yes,On-site,1,No,0
34,25–34,Male,Divorced,People & HR,Recruiter,3,4,3,17965,5,No,Hybrid,0,Yes,1
26,25–34,Male,Single,Finance & Legal,Finance Manager,3,2,1,2258,1,No,Hybrid,1,No,0
29,25–34,Male,Single,Engineering,Engineering Manager,2,3,1,10765,5,Yes,On-site,3,No,0
22,Under 25,Male,Single,Engineering,Senior Engineer,3,4,2,8002,5,No,Remote,2,No,0
22,Under 25,Female,Married,Engineering,Software Engineer,2,2,2,13078,0,No,Hybrid,1,Yes,1
31,25–34,Male,Divorced,Sales & Marketing,Account Manager,3,2,2,12025,1,No,Hybrid,0,Yes,1
41,35–44,Female,Single,Sales & Marketing,Sales Executive,3,2,3,3227,0,No,Remote,3,Yes,1
24,Under 25,Non-binary,Divorced,Sales & Marketing,Sales Executive,2,4,2,9525,2,No,Hybrid,1,No,0
32,25–34,Male,Married,Finance & Legal,Legal Counsel,3,2,3,12456,4,No,Hybrid,1,No,0
32,25–34,Female,Married,Engineering,Data Scientist,3,4,2,6523,10,No,On-site,2,Yes,1
31,25–34,Male,Married,People & HR,HR Specialist,1,2,3,11586,0,No,Remote,2,Yes,1
22,Under 25,Male,Married,Engineering,Senior Engineer,3,4,2,16647,0,No,Remote,0,No,0
27,25–34,Male,Married,Engineering,DevOps,2,4,3,3520,0,No,Remote,1,Yes,1
33,25–34,Female,Married,Engineering,Software Engineer,3,3,4,23878,2,No,Hybrid,0,No,0
51,45+,Female,Married,Engineering,DevOps,2,4,3,2627,16,No,Remote,0,No,0
22,Under 25,Female,Divorced,Engineering,Data Scientist,4,1,3,11042,0,No,Remote,2,No,0
40,35–44,Male,Single,Sales & Marketing,Account Manager,3,1,3,2000,0,No,On-site,2,Yes,1
22,Under 25,Male,Married,Engineering,Data Scientist,3,3,4,7183,0,No,Hybrid,1,No,0
35,35–44,Female,Single,Engineering,Engineering Manager,1,4,3,12933,0,No,Hybrid,1,Yes,1
22,Under 25,Male,Single,Product & Design,UX Designer,4,3,1,14477,6,No,Hybrid,0,Yes,1
38,35–44,Female,Single,Sales & Marketing,Marketing Specialist,4,4,3,10289,2,No,Remote,1,No,0
37,35–44,Male,Single,Product & Design,Product Manager,1,4,4,10588,4,No,Remote,0,No,0
32,25–34,Male,Single,Engineering,Senior Engineer,1,4,1,15241,0,No,Remote,3,No,0
30,25–34,Female,Single,Sales & Marketing,Sales Executive,3,2,3,6234,1,No,Hybrid,0,No,0
28,25–34,Male,Divorced,Engineering,DevOps,3,1,3,14424,0,No,Hybrid,1,No,0
26,25–34,Female,Single,Product & Design,Product Analyst,3,3,3,13494,1,No,On-site,1,Yes,1
25,25–34,Female,Single,Engineering,Software Engineer,5,1,3,9942,19,Yes,Hybrid,1,No,0
29,25–34,Female,Single,Sales & Marketing,Marketing Specialist,1,2,2,18270,0,No,Remote,0,No,0
35,35–44,Female,Single,Sales & Marketing,Account Manager,4,4,4,12018,3,No,Hybrid,0,No,0
22,Under 25,Female,Divorced,Sales & Marketing,Marketing Specialist,3,1,3,9917,2,Yes,Remote,1,No,0
23,Under 25,Male,Single,Engineering,DevOps,4,3,2,11476,0,No,Hybrid,0,Yes,1
29,25–34,Non-binary,Married,Sales & Marketing,Marketing Specialist,3,2,3,14010,5,Yes,Remote,1,No,0
29,25–34,Male,Married,Product & Design,Product Manager,4,3,4,2220,1,No,Hybrid,3,No,0
34,25–34,Female,Divorced,Sales & Marketing,Account Manager,3,4,3,7398,5,No,Hybrid,0,No,0
37,35–44,Male,Married,Engineering,Senior Engineer,2,3,3,12720,2,Yes,On-site,1,No,0
29,25–34,Male,Single,People & HR,HR Manager,5,4,3,11817,8,No,Remote,2,No,0
37,35–44,Male,Married,Engineering,Senior Engineer,3,2,3,6156,1,No,On-site,3,Yes,1
30,25–34,Female,Single,Engineering,Data Scientist,4,4,3,9216,3,No,Remote,1,No,0
22,Under 25,Female,Single,Sales & Marketing,Account Manager,4,4,4,12985,1,No,Remote,2,No,0
27,25–34,Female,Married,Product & Design,UX Designer,3,2,3,9165,1,Yes,Hybrid,2,Yes,1
26,25–34,Female,Single,Finance & Legal,Financial Analyst,5,4,4,15621,4,Yes,Remote,1,No,0
32,25–34,Female,Divorced,Product & Design,Product Analyst,4,2,1,10392,1,Yes,On-site,2,No,0
27,25–34,Male,Single,Engineering,Data Scientist,1,4,2,11216,0,No,Remote,0,No,0
37,35–44,Female,Married,Engineering,DevOps,3,3,3,5765,1,Yes,Remote,3,No,0
25,25–34,Female,Married,Product & Design,Product Analyst,2,3,4,9817,2,No,On-site,1,No,0
31,25–34,Male,Divorced,Engineering,Data Scientist,1,2,2,11334,0,Yes,Hybrid,2,Yes,1
22,Under 25,Female,Married,Engineering,Software Engineer,2,3,2,2000,3,No,On-site,2,No,0
36,35–44,Male,Single,People & HR,HR Specialist,1,2,3,15043,4,No,Hybrid,0,No,0
22,Under 25,Male,Married,Engineering,Data Scientist,3,4,3,7038,4,No,On-site,3,No,0
30,25–34,Female,Divorced,Product & Design,Product Manager,4,4,3,4500,4,No,Remote,0,No,0
39,35–44,Male,Married,People & HR,HR Manager,3,3,3,12394,1,No,On-site,0,No,0
23,Under 25,Female,Married,Sales & Marketing,Marketing Specialist,1,4,2,3327,2,Yes,On-site,2,Yes,1
38,35–44,Male,Single,Finance & Legal,Finance Manager,2,1,3,2175,7,No,Hybrid,1,Yes,1
33,25–34,Female,Divorced,Product & Design,Product Manager,3,1,4,7883,0,Yes,On-site,2,Yes,1
31,25–34,Male,Single,Sales & Marketing,Marketing Specialist,3,1,3,11574,2,No,Remote,1,No,0
26,25–34,Female,Married,Engineering,Data Scientist,3,4,4,19198,2,No,Remote,1,Yes,1
34,25–34,Male,Divorced,Product & Design,Product Manager,5,4,3,8794,2,No,Remote,2,No,0
49,45+,Male,Married,Engineering,Engineering Manager,4,2,4,9647,1,Yes,Remote,3,Yes,1
31,25–34,Male,Single,Sales & Marketing,Sales Executive,2,2,3,6991,4,No,Hybrid,2,No,0
26,25–34,Male,Single,Engineering,Engineering Manager,2,4,2,7921,0,No,Hybrid,1,No,0
22,Under 25,Female,Single,Engineering,Data Scientist,3,2,3,12010,4,No,Remote,0,No,0
25,25–34,Female,Single,Sales & Marketing,Marketing Specialist,2,3,2,14074,3,No,On-site,1,No,0
36,35–44,Male,Single,Sales & Marketing,Sales Executive,4,2,3,5943,1,No,On-site,1,No,0
43,35–44,Male,Divorced,Engineering,Software Engineer,1,4,2,11884,4,No,Hybrid,1,Yes,1
31,25–34,Male,Single,People & HR,HR Manager,2,4,4,3125,4,No,Remote,0,No,0
24,Under 25,Male,Divorced,Finance & Legal,Financial Analyst,4,1,3,4204,4,No,On-site,0,Yes,1
33,25–34,Male,Divorced,Engineering,Engineering Manager,1,3,3,9557,0,Yes,Hybrid,2,No,0
38,35–44,Male,Single,Engineering,DevOps,3,4,2,3370,1,No,Remote,1,No,0
38,35–44,Male,Married,Sales & Marketing,Sales Executive,1,2,4,16034,2,Yes,Hybrid,0,No,0
48,45+,Male,Married,Engineering,Data Scientist,3,2,2,5189,3,No,Remote,1,No,0
33,25–34,Male,Divorced,Engineering,Engineering Manager,2,1,4,3139,0,No,Hybrid,2,No,0
22,Under 25,Male,Married,Sales & Marketing,Account Manager,3,4,3,5611,0,No,Hybrid,0,Yes,1
22,Under 25,Male,Married,Product & Design,Product Manager,1,1,2,12176,2,No,Hybrid,0,Yes,1
22,Under 25,Male,Divorced,Engineering,Software Engineer,3,3,3,13154,0,No,On-site,1,No,0
27,25–34,Female,Single,Product & Design,Product Analyst,3,2,3,15651,3,No,Remote,1,No,0
33,25–34,Male,Married,Sales & Marketing,Marketing Specialist,3,1,3,18994,11,No,On-site,0,No,0
32,25–34,Male,Single,Finance & Legal,Financial Analyst,5,4,3,9389,0,No,Hybrid,0,No,0
34,25–34,Male,Single,Finance & Legal,Legal Counsel,5,2,3,5254,8,No,Hybrid,1,No,0
35,35–44,Male,Single,Engineering,Senior Engineer,2,3,3,5018,1,Yes,Hybrid,3,No,0
36,35–44,Female,Married,Engineering,Senior Engineer,3,3,3,13062,0,Yes,Remote,2,No,0
32,25–34,Female,Married,Engineering,Engineering Manager,3,4,2,20896,2,No,On-site,0,No,0
22,Under 25,Male,Single,Sales & Marketing,Marketing Specialist,2,4,4,2527,1,No,Hybrid,1,Yes,1
27,25–34,Female,Divorced,Engineering,Software Engineer,5,2,2,17848,0,No,Remote,2,Yes,1
22,Under 25,Non-binary,Married,Sales & Marketing,Sales Executive,2,4,3,10466,1,No,Remote,0,No,0
37,35–44,Male,Single,Finance & Legal,Financial Analyst,3,3,3,14540,0,Yes,On-site,0,Yes,1
29,25–34,Male,Divorced,Sales & Marketing,Marketing Specialist,2,3,3,6077,1,Yes,Hybrid,2,Yes,1
39,35–44,Male,Married,Engineering,Senior Engineer,2,3,2,16772,4,Yes,Hybrid,2,Yes,1
40,35–44,Male,Married,Sales & Marketing,Marketing Specialist,1,2,3,19691,3,Yes,Remote,1,No,0
26,25–34,Female,Single,Engineering,Data Scientist,1,3,3,18636,2,Yes,Remote,1,Yes,1
35,35–44,Male,Married,Engineering,Engineering Manager,2,2,3,6991,0,No,Remote,3,No,0
24,Under 25,Male,Single,People & HR,Recruiter,4,3,3,10366,0,No,Hybrid,0,No,0
44,35–44,Non-binary,Married,Finance & Legal,Financial Analyst,4,3,3,2000,0,Yes,Hybrid,0,Yes,1
38,35–44,Male,Married,Engineering,Senior Engineer,2,2,3,9474,6,No,Remote,1,No,0
37,35–44,Male,Married,Product & Design,Product Manager,1,3,2,10294,0,No,Hybrid,1,No,0
43,35–44,Male,Single,Engineering,Engineering Manager,1,3,3,15659,3,No,Remote,0,No,0
26,25–34,Male,Married,Product & Design,UX Designer,2,3,3,7573,0,No,Hybrid,0,Yes,1
37,35–44,Male,Married,Engineering,Data Scientist,3,2,3,12815,1,Yes,Hybrid,1,Yes,1
32,25–34,Male,Single,Engineering,Software Engineer,2,2,4,2000,3,No,Remote,1,No,0
42,35–44,Male,Divorced,Sales & Marketing,Account Manager,3,4,3,2731,1,No,Hybrid,2,No,0
34,25–34,Male,Single,Engineering,DevOps,1,3,3,6588,1,No,On-site,0,No,0
25,25–34,Male,Single,Product & Design,Product Manager,2,4,3,13499,0,No,On-site,1,No,0
34,25–34,Male,Divorced,Engineering,DevOps,4,4,3,2687,6,No,Hybrid,1,Yes,1
22,Under 25,Male,Divorced,Finance & Legal,Financial Analyst,3,4,2,3949,2,No,Hybrid,0,No,0
38,35–44,Female,Single,Engineering,DevOps,5,2,3,4260,4,No,On-site,1,Yes,1
28,25–34,Male,Single,Engineering,Engineering Manager,1,1,3,2000,0,Yes,On-site,0,Yes,1
26,25–34,Female,Married,Sales & Marketing,Account Manager,2,3,4,14767,4,Yes,Hybrid,0,No,0
41,35–44,Female,Divorced,Engineering,Software Engineer,3,3,3,4978,1,Yes,Hybrid,1,No,0
42,35–44,Non-binary,Single,People & HR,Recruiter,5,3,4,3355,1,Yes,Remote,2,No,0
26,25–34,Male,Married,Engineering,Software Engineer,2,4,3,11419,2,No,Hybrid,0,Yes,1
28,25–34,Female,Divorced,Finance & Legal,Financial Analyst,2,2,3,7375,2,Yes,On-site,3,No,0
29,25–34,Female,Divorced,Product & Design,Product Manager,5,4,4,9184,0,Yes,On-site,2,No,0
22,Under 25,Female,Single,Product & Design,Product Analyst,4,1,4,13675,3,No,On-site,0,No,0
26,25–34,Male,Married,Sales & Marketing,Account Manager,3,4,2,11821,1,Yes,Hybrid,2,Yes,1
24,Under 25,Male,Single,Sales & Marketing,Sales Executive,5,3,3,16995,2,No,On-site,1,No,0
26,25–34,Male,Married,Product & Design,UX Designer,2,1,3,2874,7,Yes,Hybrid,1,Yes,1
34,25–34,Female,Married,Product & Design,Product Manager,3,4,3,17020,1,No,Hybrid,2,No,0
22,Under 25,Female,Married,Sales & Marketing,Marketing Specialist,1,3,1,9012,1,Yes,Remote,0,No,0
23,Under 25,Female,Married,Product & Design,UX Designer,2,2,2,2000,2,No,Remote,3,Yes,1
31,25–34,Male,Married,Sales & Marketing,Account Manager,1,1,4,15984,3,Yes,Remote,0,Yes,1
22,Under 25,Female,Married,Engineering,DevOps,3,1,3,19822,1,No,Hybrid,0,No,0
27,25–34,Male,Married,Sales & Marketing,Marketing Specialist,4,3,3,10328,2,No,Remote,3,No,0
39,35–44,Male,Married,People & HR,Recruiter,2,2,3,8610,1,No,Remote,1,No,0
27,25–34,Female,Single,Product & Design,Product Manager,2,2,1,15401,0,No,Remote,1,Yes,1
22,Under 25,Male,Married,Product & Design,Product Manager,2,2,3,9774,0,No,Hybrid,2,Yes,1
31,25–34,Non-binary,Married,Engineering,Senior Engineer,1,4,2,2554,4,Yes,Hybrid,0,Yes,1
26,25–34,Male,Married,Sales & Marketing,Marketing Specialist,1,3,3,7919,5,Yes,Hybrid,2,No,0
22,Under 25,Male,Married,Finance & Legal,Finance Manager,4,4,2,14999,5,No,On-site,1,Yes,1
24,Under 25,Female,Single,Engineering,DevOps,4,3,2,8787,0,No,Hybrid,1,Yes,1
34,25–34,Male,Married,Product & Design,Product Analyst,2,4,3,15359,0,No,Hybrid,2,No,0
38,35–44,Male,Single,Sales & Marketing,Sales Executive,3,2,3,11029,3,No,Hybrid,0,No,0
22,Under 25,Female,Married,Product & Design,Product Manager,1,4,4,2223,2,No,Remote,0,Yes,1
28,25–34,Male,Married,Finance & Legal,Legal Counsel,2,3,1,13065,6,No,On-site,1,No,0
30,25–34,Female,Single,Engineering,Engineering Manager,3,2,1,7435,3,Yes,Remote,2,No,0
28,25–34,Male,Single,Sales & Marketing,Account Manager,4,4,4,2000,0,No,Remote,0,No,0
31,25–34,Female,Divorced,Sales & Marketing,Account Manager,2,4,3,7028,2,No,On-site,1,No,0
31,25–34,Female,Single,Product & Design,UX Designer,3,2,3,19971,5,No,On-site,1,No,0
22,Under 25,Female,Married,Engineering,Software Engineer,4,3,4,4882,1,No,Remote,2,No,0
37,35–44,Male,Divorced,Sales & Marketing,Marketing Specialist,3,3,3,18820,1,No,Hybrid,0,No,0
24,Under 25,Female,Single,Engineering,DevOps,2,3,3,8274,6,No,Hybrid,1,No,0
33,25–34,Non-binary,Divorced,People & HR,HR Manager,3,3,3,9393,0,Yes,Remote,2,No,0
43,35–44,Female,Divorced,Engineering,Senior Engineer,2,2,4,6841,4,No,On-site,2,No,0
35,35–44,Female,Married,Product & Design,UX Designer,3,2,3,8883,7,No,Hybrid,2,Yes,1
35,35–44,Female,Single,Product & Design,Product Manager,1,2,4,8043,6,No,Hybrid,0,No,0
33,25–34,Non-binary,Single,Sales & Marketing,Marketing Specialist,3,3,3,9213,5,No,Hybrid,3,No,0
31,25–34,Male,Single,Engineering,Engineering Manager,3,3,2,2000,0,No,Hybrid,0,Yes,1
38,35–44,Female,Single,Sales & Marketing,Marketing Specialist,4,3,2,14683,0,Yes,Remote,0,Yes,1
25,25–34,Male,Single,Engineering,Data Scientist,1,3,2,2163,0,No,Hybrid,1,Yes,1
22,Under 25,Female,Single,Engineering,Software Engineer,2,2,2,2000,10,Yes,Hybrid,2,No,0
24,Under 25,Female,Divorced,Product & Design,Product Manager,1,3,2,10530,2,No,Remote,1,Yes,1
26,25–34,Female,Single,Finance & Legal,Finance Manager,1,3,4,9868,2,No,Remote,3,No,0
22,Under 25,Male,Married,Sales & Marketing,Sales Executive,3,4,1,14623,0,Yes,On-site,1,Yes,1
27,25–34,Non-binary,Single,Sales & Marketing,Account Manager,5,3,4,5934,2,No,Remote,1,No,0
37,35–44,Male,Married,People & HR,Recruiter,1,1,3,11970,0,No,Remote,1,No,0
22,Under 25,Female,Single,Engineering,Senior Engineer,3,1,3,9479,8,No,On-site,3,No,0
