Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,JobLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,Education,MonthlyIncome,YearsAtCompany,NumCompaniesWorked,OverTime,DistanceFromHome,TrainingTimesLastYear,Attrition,AttritionBinary
45,45+,Male,Married,Research & Development,Research Scientist,3,3,2,3,3,4,1000,3,3,No,8,5,No,0
45,45+,Male,Divorced,Research & Development,Manager,1,3,2,3,3,4,3980,31,4,No,13,3,No,0
25,25–34,Male,Single,Research & Development,Research Scientist,1,2,2,4,3,3,4546,6,2,No,7,3,No,0
37,35–44,Male,Single,Research & Development,Healthcare Representative,4,2,4,2,3,5,9033,0,7,No,6,5,Yes,1
30,25–34,Male,Divorced,Sales,Manager,2,2,3,3,3,3,6590,29,6,Yes,1,2,No,0
25,25–34,Male,Married,Research & Development,Healthcare Representative,2,4,4,3,3,4,1000,3,6,No,4,6,Yes,1
35,35–44,Female,Married,Sales,Sales Representative,4,4,3,2,4,4,2560,2,7,No,7,6,No,0
34,25–34,Male,Married,Research & Development,Laboratory Technician,2,3,1,3,3,4,7294,4,6,Yes,5,2,No,0
58,45+,Female,Single,Sales,Manager,4,3,1,3,4,2,6183,2,2,Yes,20,1,Yes,1
40,35–44,Male,Married,Research & Development,Research Scientist,5,4,3,3,3,2,4183,0,2,No,21,0,No,0
24,Under 25,Male,Single,Research & Development,Laboratory Technician,1,3,4,3,3,4,4576,0,1,No,15,0,Yes,1
31,25–34,Male,Married,Research & Development,Research Scientist,2,3,2,3,3,2,9284,3,0,No,4,6,No,0
46,45+,Male,Married,Research & Development,Healthcare Representative,2,2,4,2,4,3,4429,10,4,No,11,4,No,0
55,45+,Female,Divorced,Research & Development,Laboratory Technician,4,4,4,2,3,2,6147,5,3,Yes,4,0,No,0
22,Under 25,Female,Married,Sales,Manager,2,3,3,3,3,4,15179,40,1,No,2,4,Yes,1
20,Under 25,Female,Single,Research & Development,Manager,3,4,4,2,3,1,1000,2,0,No,3,3,Yes,1
53,45+,Female,Married,Sales,Manager,5,4,3,3,3,4,1000,1,2,Yes,1,4,Yes,1
40,35–44,Male,Single,Research & Development,Laboratory Technician,4,2,3,3,3,3,9634,1,5,No,3,4,No,0
29,25–34,Male,Single,Research & Development,Research Scientist,4,4,4,4,3,2,3785,1,1,No,5,0,No,0
41,35–44,Male,Single,Sales,Sales Executive,3,4,4,3,3,3,5227,2,9,No,28,6,No,0
18,Under 25,Male,Married,Sales,Sales Executive,4,2,2,4,3,2,3375,9,6,Yes,3,2,No,0
37,35–44,Male,Single,Research & Development,Healthcare Representative,1,1,3,3,3,3,5460,14,6,No,20,6,No,0
39,35–44,Male,Married,Research & Development,Healthcare Representative,3,1,1,3,3,3,12894,22,2,No,2,3,No,0
45,45+,Male,Divorced,Research & Development,Laboratory Technician,3,3,2,4,3,1,9708,1,0,No,1,1,No,0
27,25–34,Male,Married,Research & Development,Laboratory Technician,2,2,4,3,3,5,9948,12,8,No,6,4,No,0
37,35–44,Male,Single,Research & Development,Laboratory Technician,1,3,4,1,3,1,1000,2,4,Yes,10,4,Yes,1
28,25–34,Female,Single,Sales,Sales Representative,3,1,3,3,3,3,1895,0,1,No,1,5,Yes,1
39,35–44,Female,Married,Research & Development,Laboratory Technician,1,4,1,4,4,3,1000,12,7,No,2,4,No,0
28,25–34,Female,Divorced,Sales,Sales Executive,2,2,2,3,3,3,3262,6,9,Yes,5,6,Yes,1
33,25–34,Female,Single,Research & Development,Laboratory Technician,2,2,3,3,3,3,10326,1,9,No,3,2,No,0
28,25–34,Male,Divorced,Research & Development,Laboratory Technician,5,3,2,3,3,3,8567,3,3,No,11,1,No,0
42,35–44,Male,Married,Research & Development,Research Scientist,2,3,2,4,3,4,5613,2,9,No,6,6,No,0
44,35–44,Male,Married,Research & Development,Laboratory Technician,3,2,4,2,3,4,6410,8,6,Yes,1,5,No,0
34,25–34,Female,Divorced,Human Resources,Human Resources,1,2,1,3,3,1,3744,3,4,No,20,6,No,0
37,35–44,Female,Married,Sales,Sales Executive,2,1,3,3,4,3,7319,27,2,No,3,0,No,0
23,Under 25,Male,Divorced,Research & Development,Healthcare Representative,2,4,4,3,3,2,9563,0,9,No,11,3,Yes,1
34,25–34,Male,Married,Research & Development,Manager,3,4,2,3,3,1,1000,2,7,No,13,2,No,0
36,35–44,Female,Married,Research & Development,Healthcare Representative,3,3,3,2,3,3,7698,3,1,No,29,1,No,0
60,45+,Male,Married,Sales,Manager,3,4,3,2,3,3,10229,4,0,Yes,6,3,No,0
26,25–34,Female,Married,Research & Development,Manager,3,4,3,3,3,3,4839,2,4,No,8,0,No,0
50,45+,Male,Married,Human Resources,Human Resources,2,1,3,2,4,4,9302,7,3,No,3,3,No,0
45,45+,Male,Single,Research & Development,Laboratory Technician,3,4,2,2,3,2,17758,12,9,No,10,5,No,0
39,35–44,Female,Single,Research & Development,Healthcare Representative,2,4,4,3,3,3,6082,16,6,Yes,5,4,Yes,1
52,45+,Female,Married,Human Resources,Human Resources,1,2,4,3,3,1,8073,9,8,No,5,4,No,0
40,35–44,Female,Married,Research & Development,Research Scientist,4,1,2,3,3,3,3547,11,5,No,17,2,No,0
40,35–44,Male,Divorced,Sales,Sales Representative,4,1,1,4,3,3,7225,4,0,No,1,3,No,0
36,35–44,Male,Married,Research & Development,Healthcare Representative,2,1,1,2,3,3,8341,10,7,Yes,19,6,No,0
48,45+,Female,Married,Research & Development,Manager,4,4,1,3,3,4,7279,2,1,Yes,17,4,No,0
46,45+,Male,Single,Research & Development,Research Scientist,3,3,3,3,3,3,2421,3,3,No,6,2,No,0
31,25–34,Male,Divorced,Research & Development,Healthcare Representative,2,4,1,3,3,3,7325,2,2,Yes,6,2,No,0
25,25–34,Female,Married,Human Resources,Manager,2,4,2,4,3,3,12348,3,5,No,4,5,No,0
35,35–44,Male,Divorced,Human Resources,Manager,5,3,4,4,3,3,8294,2,1,Yes,29,2,Yes,1
29,25–34,Male,Divorced,Research & Development,Healthcare Representative,3,3,2,3,3,3,10347,19,4,No,1,0,No,0
36,35–44,Female,Single,Sales,Sales Representative,2,1,4,2,3,2,5551,2,8,No,8,6,No,0
48,45+,Female,Married,Human Resources,Human Resources,3,2,4,1,3,2,9499,0,2,No,10,4,No,0
32,25–34,Male,Divorced,Research & Development,Laboratory Technician,2,3,2,3,4,2,7617,4,1,No,24,4,No,0
36,35–44,Male,Single,Sales,Sales Executive,2,1,4,2,4,3,2696,0,1,No,13,1,No,0
37,35–44,Female,Married,Human Resources,Manager,3,1,4,3,4,4,7774,0,8,Yes,9,0,No,0
44,35–44,Female,Divorced,Research & Development,Research Scientist,2,4,3,3,3,3,2533,1,5,Yes,1,4,No,0
18,Under 25,Female,Single,Research & Development,Laboratory Technician,3,3,2,1,3,2,3968,3,1,No,4,5,No,0
31,25–34,Male,Divorced,Research & Development,Healthcare Representative,4,2,3,3,4,4,7257,3,2,No,1,4,No,0
38,35–44,Male,Divorced,Research & Development,Manager,5,3,4,2,3,4,7688,9,0,No,19,1,No,0
47,45+,Female,Married,Sales,Sales Executive,3,4,3,3,3,4,1743,8,1,No,12,3,No,0
32,25–34,Female,Single,Research & Development,Laboratory Technician,4,2,1,3,4,3,10715,3,1,No,12,3,No,0
20,Under 25,Female,Married,Research & Development,Laboratory Technician,4,1,4,3,3,4,8788,2,1,No,9,0,No,0
42,35–44,Male,Single,Sales,Sales Representative,2,4,3,3,3,1,3681,2,6,Yes,6,2,No,0
31,25–34,Male,Divorced,Research & Development,Healthcare Representative,4,2,3,2,3,1,1000,8,2,No,1,1,Yes,1
26,25–34,Male,Divorced,Research & Development,Healthcare Representative,1,1,4,3,3,1,5920,0,3,No,3,1,Yes,1
31,25–34,Female,Married,Research & Development,Research Scientist,2,3,3,3,3,4,4716,0,1,No,1,4,Yes,1
35,35–44,Female,Married,Human Resources,Human Resources,3,4,4,4,3,1,6952,9,4,No,11,5,No,0
31,25–34,Male,Single,Research & Development,Healthcare Representative,2,2,4,3,3,3,5047,3,8,No,1,4,No,0
18,Under 25,Male,Married,Research & Development,Research Scientist,2,2,3,3,3,3,1000,0,8,No,10,5,Yes,1
45,45+,Male,Married,Research & Development,Manager,3,2,1,3,3,3,4946,1,6,No,10,1,No,0
48,45+,Male,Divorced,Research & Development,Manager,1,4,4,4,3,4,5277,16,7,Yes,5,2,No,0
42,35–44,Female,Married,Sales,Sales Executive,5,2,4,2,3,2,9034,11,4,Yes,1,3,No,0
26,25–34,Female,Divorced,Research & Development,Laboratory Technician,2,3,1,3,3,3,3707,7,4,No,3,0,No,0
35,35–44,Male,Married,Sales,Manager,4,4,3,3,3,4,13214,3,2,No,3,6,No,0
36,35–44,Male,Married,Sales,Sales Executive,2,1,2,3,3,1,1000,4,5,No,10,5,No,0
42,35–44,Female,Married,Research & Development,Healthcare Representative,2,4,4,2,3,3,11744,22,0,Yes,1,3,No,0
43,35–44,Male,Divorced,Research & Development,Laboratory Technician,2,4,4,3,3,4,5602,20,2,Yes,15,0,Yes,1
30,25–34,Male,Married,Human Resources,Human Resources,3,4,1,2,3,4,9938,1,1,No,12,2,No,0
37,35–44,Female,Married,Research & Development,Healthcare Representative,1,2,4,3,3,4,6819,9,6,No,1,1,No,0
41,35–44,Female,Single,Research & Development,Healthcare Representative,2,3,1,3,3,3,11058,1,8,No,11,2,Yes,1
50,45+,Female,Single,Research & Development,Healthcare Representative,1,4,4,3,4,3,4950,1,3,No,9,5,No,0
43,35–44,Male,Married,Sales,Sales Representative,2,4,3,3,4,1,2105,6,6,Yes,12,1,Yes,1
44,35–44,Male,Single,Research & Development,Healthcare Representative,5,1,2,2,3,2,12182,3,7,No,1,4,No,0
37,35–44,Male,Single,Sales,Sales Representative,1,4,1,2,3,1,6046,16,9,No,1,0,No,0
49,45+,Male,Married,Human Resources,Manager,3,2,1,3,3,3,7386,0,1,Yes,2,4,Yes,1
40,35–44,Female,Single,Sales,Sales Representative,3,1,3,2,3,4,11439,4,6,No,4,1,No,0
29,25–34,Male,Divorced,Research & Development,Manager,1,3,3,3,3,3,2372,15,2,Yes,14,6,No,0
49,45+,Female,Married,Sales,Manager,2,4,1,2,3,3,8881,14,7,Yes,12,0,No,0
43,35–44,Male,Married,Human Resources,Manager,1,3,1,3,3,3,4140,1,5,Yes,23,0,No,0
33,25–34,Male,Single,Research & Development,Healthcare Representative,2,3,1,3,3,3,5971,2,2,Yes,1,4,Yes,1
32,25–34,Female,Married,Research & Development,Manager,1,4,4,3,3,5,6789,5,7,No,1,0,No,0
39,35–44,Male,Married,Sales,Sales Executive,2,3,4,3,3,2,1000,1,2,No,10,1,No,0
41,35–44,Male,Divorced,Research & Development,Manager,2,3,1,3,3,3,3384,20,8,No,2,6,No,0
38,35–44,Male,Married,Sales,Sales Representative,3,2,3,3,3,3,11904,14,2,No,3,5,No,0
39,35–44,Male,Single,Research & Development,Manager,3,3,1,3,4,1,10044,1,0,Yes,7,5,Yes,1
52,45+,Male,Married,Sales,Sales Representative,3,4,4,4,3,3,6249,0,1,Yes,1,1,No,0
46,45+,Male,Single,Sales,Sales Executive,2,4,4,4,3,4,7472,0,3,No,9,4,No,0
38,35–44,Female,Divorced,Sales,Sales Representative,2,3,4,3,4,1,5323,14,1,No,3,2,No,0
45,45+,Female,Divorced,Research & Development,Laboratory Technician,2,4,4,4,4,1,11926,1,3,Yes,9,1,Yes,1
27,25–34,Male,Married,Research & Development,Laboratory Technician,2,1,4,1,3,2,5698,3,3,No,16,5,No,0
40,35–44,Male,Married,Sales,Sales Executive,2,2,4,3,3,4,7427,3,3,No,1,1,No,0
53,45+,Female,Divorced,Research & Development,Manager,4,3,3,4,3,4,11084,5,0,No,24,0,No,0
35,35–44,Male,Married,Research & Development,Healthcare Representative,2,1,2,2,3,3,3390,0,8,No,6,0,Yes,1
29,25–34,Female,Married,Research & Development,Healthcare Representative,2,2,2,2,4,3,12735,1,9,Yes,23,1,No,0
31,25–34,Female,Divorced,Research & Development,Manager,3,3,2,3,3,4,1000,16,6,No,2,4,No,0
27,25–34,Male,Married,Research & Development,Healthcare Representative,4,1,3,3,3,4,13018,14,1,Yes,8,2,No,0
29,25–34,Female,Married,Research & Development,Research Scientist,1,2,1,3,3,4,5009,9,2,No,4,0,No,0
33,25–34,Female,Divorced,Sales,Sales Representative,2,3,2,3,3,4,5529,0,7,Yes,13,5,No,0
24,Under 25,Female,Married,Sales,Manager,4,3,3,4,3,3,1000,2,6,No,8,6,No,0
37,35–44,Male,Married,Research & Development,Research Scientist,1,4,2,3,3,3,4680,5,3,Yes,6,0,Yes,1
45,45+,Male,Single,Human Resources,Human Resources,2,3,3,2,3,4,2340,1,3,No,21,5,No,0
28,25–34,Female,Married,Research & Development,Research Scientist,4,3,4,4,3,4,4069,14,8,No,4,6,No,0
50,45+,Male,Single,Sales,Sales Representative,4,4,4,2,3,1,5950,6,4,No,2,2,No,0
41,35–44,Female,Married,Research & Development,Manager,1,4,3,2,3,1,10331,0,4,No,8,6,No,0
46,45+,Male,Married,Research & Development,Healthcare Representative,2,2,3,2,3,5,7330,14,6,No,8,0,No,0
31,25–34,Male,Divorced,Sales,Sales Executive,1,1,3,3,3,2,7730,18,0,No,5,6,Yes,1
44,35–44,Female,Married,Sales,Manager,2,3,1,2,3,4,2117,0,2,No,6,4,No,0
27,25–34,Female,Divorced,Research & Development,Healthcare Representative,3,3,4,2,3,3,2976,4,1,No,28,5,Yes,1
45,45+,Female,Married,Research & Development,Manager,5,4,2,3,3,1,13694,2,9,No,11,0,No,0
38,35–44,Female,Divorced,Sales,Manager,2,4,1,3,3,1,3559,2,5,No,1,0,No,0
41,35–44,Male,Married,Sales,Manager,2,3,4,3,4,2,13124,1,5,No,2,1,No,0
26,25–34,Male,Married,Sales,Sales Executive,2,4,1,3,3,2,5527,5,9,No,29,4,No,0
28,25–34,Female,Single,Research & Development,Healthcare Representative,1,3,2,3,3,3,6509,19,0,No,11,4,No,0
42,35–44,Male,Married,Sales,Sales Representative,2,1,1,2,3,4,10781,4,5,No,22,1,No,0
28,25–34,Female,Married,Sales,Sales Executive,1,4,1,2,3,5,11587,0,9,No,3,6,No,0
41,35–44,Male,Married,Research & Development,Research Scientist,3,2,1,4,4,3,6056,5,1,Yes,12,5,Yes,1
24,Under 25,Male,Divorced,Sales,Sales Executive,2,4,1,1,3,3,4947,2,3,No,11,3,No,0
44,35–44,Male,Divorced,Research & Development,Laboratory Technician,2,4,3,3,3,3,6276,11,5,No,3,2,No,0
25,25–34,Male,Divorced,Sales,Manager,2,4,4,2,3,3,7851,3,2,No,7,4,No,0
41,35–44,Female,Married,Sales,Manager,1,3,2,4,3,3,10065,1,2,No,8,3,No,0
42,35–44,Female,Divorced,Sales,Manager,1,3,4,3,3,1,6516,1,2,Yes,5,5,No,0
30,25–34,Female,Divorced,Research & Development,Laboratory Technician,4,2,2,3,3,1,8975,8,3,No,15,2,No,0
42,35–44,Male,Single,Research & Development,Manager,4,2,2,3,3,1,13053,1,8,No,16,4,Yes,1
39,35–44,Male,Married,Research & Development,Laboratory Technician,1,3,1,3,3,1,8025,8,3,No,17,0,No,0
32,25–34,Male,Single,Research & Development,Healthcare Representative,3,4,3,3,3,4,7746,1,3,Yes,14,4,No,0
27,25–34,Male,Single,Research & Development,Manager,2,3,3,3,3,2,1000,2,3,No,6,2,No,0
19,Under 25,Male,Single,Sales,Manager,2,2,3,3,3,4,1000,3,6,No,4,6,No,0
40,35–44,Male,Single,Sales,Sales Executive,3,3,4,1,3,4,8053,17,4,Yes,16,3,No,0
22,Under 25,Male,Married,Research & Development,Laboratory Technician,2,4,3,1,3,5,6120,16,1,No,6,6,No,0
37,35–44,Male,Married,Sales,Sales Executive,1,3,3,3,3,4,4440,1,6,Yes,2,0,Yes,1
34,25–34,Male,Single,Sales,Sales Executive,1,3,4,2,3,2,7474,2,2,No,6,2,Yes,1
43,35–44,Male,Married,Sales,Sales Executive,1,4,2,3,3,3,6258,0,0,Yes,1,5,No,0
34,25–34,Male,Divorced,Sales,Sales Representative,1,3,2,2,3,2,11011,4,8,Yes,10,6,No,0
34,25–34,Male,Divorced,Sales,Sales Representative,2,3,4,3,4,4,6844,3,4,No,3,2,No,0
43,35–44,Female,Married,Research & Development,Manager,2,4,3,2,3,4,3512,13,9,Yes,2,4,Yes,1
40,35–44,Male,Married,Research & Development,Research Scientist,3,1,1,3,3,4,10460,15,0,Yes,28,5,No,0
39,35–44,Female,Single,Research & Development,Manager,2,4,2,2,4,3,5631,2,0,No,13,1,No,0
41,35–44,Male,Single,Research & Development,Research Scientist,1,1,3,1,4,4,8606,4,0,No,13,1,Yes,1
23,Under 25,Female,Single,Research & Development,Laboratory Technician,1,1,3,2,3,1,4590,13,8,No,8,6,No,0
43,35–44,Male,Married,Sales,Sales Representative,4,4,1,4,3,1,3900,9,7,No,16,0,No,0
42,35–44,Female,Divorced,Research & Development,Laboratory Technician,1,2,4,2,3,4,6836,0,5,No,12,2,No,0
27,25–34,Male,Single,Research & Development,Research Scientist,4,4,4,3,3,3,6551,2,9,No,8,3,No,0
34,25–34,Female,Single,Sales,Sales Representative,2,4,3,2,3,5,8419,3,5,Yes,29,0,No,0
36,35–44,Male,Single,Research & Development,Research Scientist,4,4,4,2,3,1,5425,1,5,Yes,1,5,Yes,1
35,35–44,Male,Married,Research & Development,Manager,2,4,4,3,3,4,1000,1,3,No,25,6,Yes,1
40,35–44,Female,Married,Research & Development,Research Scientist,1,2,1,3,3,3,4768,0,4,No,4,0,No,0
49,45+,Male,Married,Research & Development,Manager,2,4,2,4,3,4,9675,6,9,No,6,6,No,0
46,45+,Female,Single,Sales,Sales Executive,2,1,3,4,3,4,5310,1,2,No,1,4,No,0
25,25–34,Male,Married,Human Resources,Human Resources,3,3,4,3,4,4,5514,0,2,No,6,5,No,0
42,35–44,Male,Single,Research & Development,Laboratory Technician,2,4,1,3,3,2,10445,1,9,Yes,8,3,No,0
48,45+,Female,Married,Sales,Manager,1,2,4,3,3,5,3652,9,6,Yes,29,2,No,0
40,35–44,Male,Single,Research & Development,Laboratory Technician,3,3,3,3,4,2,1000,11,4,No,29,5,No,0
46,45+,Male,Divorced,Research & Development,Laboratory Technician,4,3,2,4,4,1,5857,3,7,No,29,2,No,0
55,45+,Female,Married,Research & Development,Manager,4,3,2,3,3,3,4563,3,4,No,3,2,Yes,1
46,45+,Female,Married,Research & Development,Research Scientist,2,4,1,3,4,4,2635,22,3,Yes,29,0,Yes,1
39,35–44,Female,Married,Research & Development,Research Scientist,1,1,4,2,3,3,5798,1,2,No,5,4,Yes,1
46,45+,Male,Married,Sales,Sales Executive,1,3,4,1,3,4,8466,1,1,No,17,0,Yes,1
38,35–44,Male,Single,Sales,Sales Executive,3,4,3,4,3,4,6462,2,2,Yes,2,1,Yes,1
37,35–44,Male,Married,Research & Development,Research Scientist,3,3,4,3,3,2,7727,1,6,No,6,1,No,0
33,25–34,Male,Married,Research & Development,Laboratory Technician,4,1,4,3,3,5,13753,2,7,No,29,2,No,0
51,45+,Female,Married,Sales,Sales Executive,2,3,3,2,3,1,5128,14,4,No,26,4,No,0
29,25–34,Male,Married,Sales,Sales Representative,4,2,3,3,3,4,7613,5,0,No,10,5,No,0
50,45+,Male,Divorced,Research & Development,Laboratory Technician,3,1,3,1,3,2,4463,3,2,Yes,14,2,Yes,1
41,35–44,Male,Married,Human Resources,Manager,2,4,3,3,3,3,3114,16,3,No,1,5,Yes,1
24,Under 25,Female,Single,Research & Development,Laboratory Technician,3,3,1,2,3,3,4160,0,9,Yes,11,2,No,0
40,35–44,Female,Married,Sales,Manager,1,4,4,4,3,2,4584,1,3,No,8,0,No,0
18,Under 25,Female,Single,Sales,Manager,3,4,1,3,3,3,7937,5,0,No,1,2,No,0
42,35–44,Male,Married,Sales,Sales Representative,4,4,4,2,3,2,15896,5,9,No,1,2,No,0
44,35–44,Female,Married,Human Resources,Human Resources,1,1,4,3,3,2,3635,0,8,No,1,4,No,0
31,25–34,Female,Single,Sales,Sales Executive,3,3,2,3,3,2,4833,3,9,No,11,4,No,0
38,35–44,Male,Divorced,Research & Development,Healthcare Representative,2,2,2,2,3,3,6247,6,3,No,1,6,Yes,1
54,45+,Male,Married,Sales,Sales Executive,3,4,3,3,3,4,8083,7,1,No,5,5,No,0
32,25–34,Male,Married,Research & Development,Healthcare Representative,3,1,3,3,4,3,7554,6,8,No,3,4,No,0
27,25–34,Male,Single,Research & Development,Laboratory Technician,4,2,2,3,3,4,11636,2,3,No,7,2,No,0
50,45+,Female,Married,Research & Development,Research Scientist,3,3,3,2,3,3,1000,0,3,No,11,4,No,0
54,45+,Male,Divorced,Sales,Sales Representative,2,2,2,3,3,3,1000,3,5,No,10,4,Yes,1
37,35–44,Male,Married,Sales,Sales Representative,1,2,1,3,3,3,4516,0,7,No,6,3,No,0
46,45+,Female,Divorced,Sales,Sales Executive,3,3,1,3,4,3,10889,17,4,No,5,3,No,0
49,45+,Female,Single,Research & Development,Manager,2,1,1,4,3,3,1000,3,7,Yes,4,1,Yes,1
30,25–34,Female,Married,Research & Development,Healthcare Representative,3,1,4,4,3,1,1000,2,0,Yes,17,0,No,0
32,25–34,Male,Divorced,Research & Development,Healthcare Representative,1,2,4,2,3,4,8784,8,3,Yes,3,6,Yes,1
48,45+,Male,Married,Research & Development,Research Scientist,4,4,3,2,3,4,7474,4,0,No,2,6,No,0
52,45+,Male,Single,Research & Development,Healthcare Representative,2,3,3,3,3,2,2139,2,2,No,12,0,No,0
42,35–44,Male,Married,Sales,Sales Executive,4,3,1,3,3,4,2557,10,6,No,4,4,No,0
29,25–34,Male,Married,Human Resources,Manager,3,3,3,1,4,1,2621,12,0,No,16,1,No,0
54,45+,Male,Married,Research & Development,Healthcare Representative,1,2,1,2,3,2,6942,6,4,No,3,1,No,0
32,25–34,Male,Married,Research & Development,Healthcare Representative,2,4,3,3,3,1,3994,0,0,No,10,5,No,0
33,25–34,Male,Married,Research & Development,Laboratory Technician,4,1,4,3,3,4,8476,5,5,Yes,1,6,Yes,1
40,35–44,Male,Married,Sales,Sales Representative,3,3,2,2,3,4,1000,8,8,Yes,4,3,No,0
50,45+,Female,Single,Sales,Sales Representative,2,4,4,2,3,4,3072,0,2,No,3,1,Yes,1
44,35–44,Female,Married,Research & Development,Healthcare Representative,4,4,1,4,3,1,1995,1,5,No,15,2,No,0
40,35–44,Male,Married,Sales,Manager,2,1,2,3,3,3,5474,12,3,No,29,5,No,0
41,35–44,Male,Divorced,Research & Development,Manager,2,2,1,3,3,4,4347,0,5,Yes,5,6,Yes,1
37,35–44,Male,Single,Sales,Manager,3,4,2,3,3,2,9691,8,1,No,15,4,No,0
42,35–44,Male,Married,Research & Development,Healthcare Representative,1,1,1,3,3,3,1000,3,3,Yes,10,2,No,0
18,Under 25,Male,Single,Sales,Sales Representative,2,4,2,3,3,1,6681,3,6,Yes,29,0,No,0
34,25–34,Female,Single,Research & Development,Healthcare Representative,3,4,3,3,3,2,8733,0,5,Yes,14,6,Yes,1
39,35–44,Female,Married,Research & Development,Laboratory Technician,3,4,2,2,3,3,13926,10,8,Yes,1,3,Yes,1
26,25–34,Female,Married,Sales,Sales Representative,1,1,3,3,3,3,4572,2,6,No,11,2,No,0
40,35–44,Female,Single,Research & Development,Manager,3,4,4,3,3,2,7797,4,0,Yes,6,4,No,0
35,35–44,Female,Divorced,Research & Development,Laboratory Technician,2,3,3,4,3,2,1000,6,5,No,1,2,No,0
52,45+,Male,Divorced,Research & Development,Research Scientist,2,4,2,3,3,2,1000,7,2,No,2,2,No,0
51,45+,Female,Divorced,Human Resources,Human Resources,3,1,2,4,3,2,9879,18,7,Yes,22,1,Yes,1
32,25–34,Male,Single,Research & Development,Laboratory Technician,1,1,4,4,3,2,6477,4,0,Yes,23,3,No,0
35,35–44,Female,Married,Sales,Sales Executive,3,2,3,2,4,3,11214,3,9,No,14,0,No,0
36,35–44,Male,Married,Sales,Sales Executive,3,1,3,3,3,3,1006,18,1,Yes,29,4,Yes,1
32,25–34,Male,Married,Sales,Manager,3,3,1,3,3,3,8579,6,2,No,14,5,No,0
38,35–44,Female,Married,Research & Development,Healthcare Representative,2,4,3,4,3,4,13975,2,2,No,1,5,No,0
30,25–34,Male,Divorced,Sales,Sales Representative,2,3,2,3,3,4,8178,0,6,Yes,3,4,No,0
26,25–34,Male,Single,Research & Development,Laboratory Technician,2,4,4,3,3,2,7606,11,7,No,1,0,No,0
42,35–44,Male,Divorced,Research & Development,Manager,3,1,4,3,3,1,6534,2,8,Yes,1,4,Yes,1
42,35–44,Male,Divorced,Research & Development,Research Scientist,2,1,1,2,3,4,1000,6,6,No,2,1,No,0
29,25–34,Female,Married,Research & Development,Research Scientist,2,1,3,2,3,1,11922,3,7,No,6,5,No,0
45,45+,Female,Married,Sales,Sales Representative,3,2,2,3,3,2,4056,1,5,Yes,16,6,Yes,1
31,25–34,Male,Married,Sales,Sales Executive,3,4,3,3,3,1,8517,5,1,Yes,17,5,Yes,1
39,35–44,Male,Married,Research & Development,Manager,1,1,4,3,3,3,1000,0,0,No,8,6,Yes,1
44,35–44,Female,Married,Research & Development,Manager,5,3,3,3,3,3,1782,3,2,No,23,2,Yes,1
36,35–44,Male,Divorced,Research & Development,Laboratory Technician,1,3,2,3,3,5,12240,4,8,Yes,6,1,No,0
41,35–44,Male,Single,Research & Development,Manager,2,4,2,3,3,4,5110,3,6,No,19,5,No,0
32,25–34,Male,Single,Sales,Manager,2,1,4,1,3,3,12313,8,1,No,5,1,No,0
35,35–44,Female,Married,Research & Development,Laboratory Technician,1,2,3,3,3,3,6187,10,0,No,2,1,Yes,1
35,35–44,Male,Single,Research & Development,Healthcare Representative,4,1,3,4,3,2,1000,8,1,Yes,22,0,Yes,1
30,25–34,Male,Married,Research & Development,Healthcare Representative,2,3,2,3,3,2,10068,0,2,No,4,5,No,0
35,35–44,Male,Married,Sales,Manager,1,2,2,1,3,2,4140,1,5,No,6,6,Yes,1
23,Under 25,Male,Divorced,Research & Development,Healthcare Representative,3,4,4,2,3,2,9294,4,8,Yes,3,3,No,0
32,25–34,Male,Married,Research & Development,Healthcare Representative,3,3,3,3,3,1,6600,16,7,No,9,6,No,0
34,25–34,Male,Married,Sales,Manager,5,3,3,3,3,2,1000,10,9,No,29,0,No,0
34,25–34,Male,Single,Human Resources,Manager,2,3,3,3,3,2,7157,11,8,No,1,0,No,0
34,25–34,Male,Married,Sales,Manager,2,1,4,2,3,5,15284,2,7,Yes,20,1,No,0
36,35–44,Male,Married,Human Resources,Human Resources,1,3,2,3,3,3,8471,3,6,No,1,3,No,0
41,35–44,Female,Married,Research & Development,Laboratory Technician,3,4,1,3,4,5,6269,3,5,No,4,0,No,0
44,35–44,Female,Single,Sales,Sales Representative,2,4,3,3,4,3,10801,1,7,No,1,3,No,0
31,25–34,Male,Single,Research & Development,Healthcare Representative,5,4,3,3,3,3,7342,0,5,No,12,5,No,0
26,25–34,Male,Married,Research & Development,Healthcare Representative,3,4,4,2,4,3,7338,17,1,No,1,1,No,0
27,25–34,Male,Married,Research & Development,Healthcare Representative,4,1,4,3,3,2,2133,1,8,No,7,0,Yes,1
32,25–34,Female,Married,Research & Development,Laboratory Technician,5,2,2,4,4,2,7435,1,8,Yes,3,3,Yes,1
33,25–34,Female,Divorced,Research & Development,Research Scientist,2,1,1,3,3,5,10641,0,2,No,1,4,Yes,1
30,25–34,Male,Married,Research & Development,Research Scientist,1,2,4,3,3,5,3155,15,8,No,13,6,No,0
25,25–34,Female,Married,Research & Development,Laboratory Technician,1,1,3,3,3,1,12197,5,1,Yes,2,0,No,0
32,25–34,Female,Married,Sales,Sales Executive,2,3,3,2,3,2,6133,6,2,No,2,0,No,0
